SourceFile,FileName,GPSLatitude,GPSLongitude,GPSAltitude,GPSDateTime
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/84264E60459C4FA3ACCE786FFAACDBB9.jpg,84264E60459C4FA3ACCE786FFAACDBB9.jpg,"32 deg 48' 18.18"" N","96 deg 47' 47.13"" W",150.6 m Above Sea Level,2013:12:07 20:32:30Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/849C3E82C9B04394B7AE39B7300F73BD.jpg,849C3E82C9B04394B7AE39B7300F73BD.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/85AAB48998B646EE8DCF05E616D111F9.jpg,85AAB48998B646EE8DCF05E616D111F9.jpg,"32 deg 51' 7.05"" N","96 deg 45' 37.71"" W",180.7 m Above Sea Level,2014:05:14 12:20:37Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8639E196741C4E00B8563531ADACB04B.jpg,8639E196741C4E00B8563531ADACB04B.jpg,"32 deg 47' 14.56"" N","96 deg 47' 49.77"" W",143.3 m Above Sea Level,2014:01:10 23:19:24Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/877D1A92C4554828AC670D3ACB6E0EF7.jpg,877D1A92C4554828AC670D3ACB6E0EF7.jpg,"32 deg 51' 7.26"" N","96 deg 45' 37.63"" W",184.7 m Above Sea Level,2013:11:24 17:29:01Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/87841DBD73CA48538F95EC3CFE1D07F8.jpg,87841DBD73CA48538F95EC3CFE1D07F8.jpg,"32 deg 45' 0.07"" N","117 deg 11' 1.35"" W",84.6 m Above Sea Level,2014:05:22 00:43:13Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/882750B6DA9744769DC1372E42654E1F.jpg,882750B6DA9744769DC1372E42654E1F.jpg,"32 deg 51' 10.42"" N","96 deg 45' 38.81"" W",181.3 m Above Sea Level,2014:07:13 23:30:30Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8848E39DC73E4FF5A72CEDD301FEB338.jpg,8848E39DC73E4FF5A72CEDD301FEB338.jpg,"32 deg 44' 58.60"" N","117 deg 10' 38.11"" W",86 m Above Sea Level,2014:05:26 19:44:01Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/88E6D77515E14683A3D0B56405C371B6.jpg,88E6D77515E14683A3D0B56405C371B6.jpg,"34 deg 15' 28.80"" N","93 deg 12' 10.81"" W",136.9 m Above Sea Level,2014:09:01 15:43:59Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8962BDA461E144C1B34CB179EC90BE55.jpg,8962BDA461E144C1B34CB179EC90BE55.jpg,"32 deg 51' 24.86"" N","96 deg 45' 34.74"" W",163.2 m Above Sea Level,2013:11:03 23:27:59Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8A27075FD44A4D9C98A89FCD46BD7C0E.jpg,8A27075FD44A4D9C98A89FCD46BD7C0E.jpg,"32 deg 48' 1.26"" N","96 deg 49' 24.91"" W",122.4 m Above Sea Level,2014:03:27 23:31:42Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8A5B7746D5DC43BB8506CF89033B5305.jpg,8A5B7746D5DC43BB8506CF89033B5305.jpg,"32 deg 51' 7.49"" N","96 deg 45' 37.57"" W",183.1 m Above Sea Level,2013:09:02 01:41:56Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8AA0E11AAC4949ACA3F8BFF016B856F0.jpg,8AA0E11AAC4949ACA3F8BFF016B856F0.jpg,"32 deg 47' 22.52"" N","96 deg 47' 3.29"" W",148.2 m Above Sea Level,2013:07:25 17:54:10Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8AA0F1ADE20F4DA2A4AA29919230703C.jpg,8AA0F1ADE20F4DA2A4AA29919230703C.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8C61CCA6663C4DAF985F159A3A8560D5.jpg,8C61CCA6663C4DAF985F159A3A8560D5.jpg,"32 deg 51' 10.34"" N","96 deg 45' 38.97"" W",180.2 m Above Sea Level,2014:06:22 22:46:23Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8CB016E27AA244EF9A5C91009EFFF460.jpg,8CB016E27AA244EF9A5C91009EFFF460.jpg,"32 deg 51' 23.30"" N","96 deg 44' 51.07"" W",164.2 m Above Sea Level,2014:04:04 00:07:07Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/8E0D38DA398F4FE88BC5A918A65F5E27.jpg,8E0D38DA398F4FE88BC5A918A65F5E27.jpg,"40 deg 14' 22.80"" N","111 deg 42' 20.40"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9219C4D191624B84805F655710555825.jpg,9219C4D191624B84805F655710555825.jpg,"40 deg 8' 22.80"" N","111 deg 35' 31.80"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9263EBB8C2C84DE89E2B721C6BEF9B90.jpg,9263EBB8C2C84DE89E2B721C6BEF9B90.jpg,"32 deg 43' 53.08"" N","117 deg 12' 8.97"" W",3.3 m Above Sea Level,2014:05:23 16:43:43Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/928B6531C79F41A4BA709A684ADE8497.jpg,928B6531C79F41A4BA709A684ADE8497.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/928D5A9439E64875A5A32C962D94BA92.jpg,928D5A9439E64875A5A32C962D94BA92.jpg,"34 deg 13' 47.78"" N","118 deg 21' 46.38"" W",265.9 m Above Sea Level,2014:05:20 21:38:46Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/939BB83E9FAC4B6F8A57E4CFEE235ABF.jpg,939BB83E9FAC4B6F8A57E4CFEE235ABF.jpg,"32 deg 49' 31.91"" N","96 deg 43' 51.47"" W",137 m Above Sea Level,2014:04:30 23:34:28Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/94F3A169F63F4988A018801510FB8DFB.jpg,94F3A169F63F4988A018801510FB8DFB.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9791746750F74701B1375AC1ED6E1A27.jpg,9791746750F74701B1375AC1ED6E1A27.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/97E0C5DD701447A6B09914742546699E.jpg,97E0C5DD701447A6B09914742546699E.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/982835E07FB84B779206F86C42C4CECD.jpg,982835E07FB84B779206F86C42C4CECD.jpg,"32 deg 54' 36.64"" N","97 deg 1' 20.12"" W",174.1 m Above Sea Level,2014:05:07 18:05:45Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/98385969F63C4C9CB8853FF253D55BA5.jpg,98385969F63C4C9CB8853FF253D55BA5.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9B5F67AEBCF24E68B778414E0804582B.jpg,9B5F67AEBCF24E68B778414E0804582B.jpg,"40 deg 15' 1.80"" N","111 deg 39' 4.20"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9BAB52A767C6466FB5BAF4D570C5DB74.jpg,9BAB52A767C6466FB5BAF4D570C5DB74.jpg,"32 deg 51' 7.41"" N","96 deg 45' 37.82"" W",179.2 m Above Sea Level,2014:05:11 19:20:27Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9BC24FCB3E374AD0BE762C715E8391C7.jpg,9BC24FCB3E374AD0BE762C715E8391C7.jpg,"32 deg 51' 7.34"" N","96 deg 45' 37.38"" W",177 m Above Sea Level,2013:11:12 01:51:33Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9D3236D838964342BA682C2E747B4929.jpg,9D3236D838964342BA682C2E747B4929.jpg,"32 deg 44' 58.05"" N","117 deg 10' 36.99"" W",84 m Above Sea Level,2014:05:26 20:18:48Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9DC3FC1D53CF41DB9953D3B1B30D5BD4.jpg,9DC3FC1D53CF41DB9953D3B1B30D5BD4.jpg,"34 deg 14' 45.79"" N","93 deg 8' 53.74"" W",131.9 m Above Sea Level,2014:09:01 16:42:36Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9EFC81521190409693D9246BDC186627.jpg,9EFC81521190409693D9246BDC186627.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9F1303BDAA49417885EEA2C2FC232FD2.jpg,9F1303BDAA49417885EEA2C2FC232FD2.jpg,"32 deg 51' 7.37"" N","96 deg 45' 37.79"" W",179.7 m Above Sea Level,2014:03:23 23:23:59Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/9F64D62E30624EAE902F15CE6E9FAA0D.jpg,9F64D62E30624EAE902F15CE6E9FAA0D.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A30B1EBF7439456E8CD377D5B89FC647.jpg,A30B1EBF7439456E8CD377D5B89FC647.jpg,"32 deg 51' 7.56"" N","96 deg 45' 37.71"" W",179.7 m Above Sea Level,2013:08:10 13:10:23Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A3B3045EF54647138DFF77DCA511CD26.jpg,A3B3045EF54647138DFF77DCA511CD26.jpg,"33 deg 9' 53.12"" N","95 deg 13' 1.87"" W",180.8 m Above Sea Level,2014:09:01 20:48:09Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A405A5630064446E80552CB66016904D.jpg,A405A5630064446E80552CB66016904D.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A426890736E84409ACDB88AAC63B3997.jpg,A426890736E84409ACDB88AAC63B3997.jpg,"32 deg 47' 27.15"" N","96 deg 47' 49.96"" W",145.2 m Above Sea Level,2013:11:08 18:32:22Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A619D9D0703A4FAC94C83D773477B2AC.jpg,A619D9D0703A4FAC94C83D773477B2AC.jpg,"32 deg 51' 10.47"" N","96 deg 45' 38.92"" W",180 m Above Sea Level,2014:07:13 22:23:51Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A630E48CE85D41A0A1183F9DD853B509.jpg,A630E48CE85D41A0A1183F9DD853B509.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A6F0A12D134C4F95922062A1DD1C7D68.jpg,A6F0A12D134C4F95922062A1DD1C7D68.jpg,"40 deg 7' 30.00"" N","111 deg 33' 59.40"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A76D406E21DF460099D96B42A4B1413F.jpg,A76D406E21DF460099D96B42A4B1413F.jpg,"34 deg 15' 35.73"" N","93 deg 11' 24.31"" W",151.8 m Above Sea Level,2014:08:30 19:23:07Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/A8CF05110661466DA411EA60F1FE3C34.jpg,A8CF05110661466DA411EA60F1FE3C34.jpg,"32 deg 51' 7.55"" N","96 deg 45' 37.71"" W",178.4 m Above Sea Level,2014:06:01 21:34:47Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AAB92C18056D4F23A89DB79487C0DDCE.jpg,AAB92C18056D4F23A89DB79487C0DDCE.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AB2DD772B1774B679DE3524883F0941E.jpg,AB2DD772B1774B679DE3524883F0941E.jpg,"32 deg 46' 47.86"" N","96 deg 45' 44.44"" W",139.5 m Above Sea Level,2013:10:10 02:17:11Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AB581531D8D34074A7D6C35DB730CC4A.jpg,AB581531D8D34074A7D6C35DB730CC4A.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ABAAAE5FD5DF43EAA1238AC19232E4A6.jpg,ABAAAE5FD5DF43EAA1238AC19232E4A6.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ABD082E1438743968C4223F553DF08E3.jpg,ABD082E1438743968C4223F553DF08E3.jpg,"32 deg 50' 55.34"" N","96 deg 46' 18.61"" W",183.7 m Above Sea Level,2014:04:25 13:32:22Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AC4E48EF4F874F23BDB11BD8C359F55E.jpg,AC4E48EF4F874F23BDB11BD8C359F55E.jpg,"32 deg 47' 13.21"" N","96 deg 47' 41.39"" W",143.8 m Above Sea Level,2014:01:20 23:39:36Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ACC92C594D37430E9CDB2E0BBA3F536E.jpg,ACC92C594D37430E9CDB2E0BBA3F536E.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AD728EFFE87543778DC486BF9DA9EC9D.jpg,AD728EFFE87543778DC486BF9DA9EC9D.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ADAD433A74DB405AA42E4DA69F535371.jpg,ADAD433A74DB405AA42E4DA69F535371.jpg,"32 deg 44' 58.10"" N","117 deg 10' 36.36"" W",86.6 m Above Sea Level,2014:05:26 19:55:16Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/ADEB07AC1A8849F59ADC5A1826427ECB.jpg,ADEB07AC1A8849F59ADC5A1826427ECB.jpg,"32 deg 44' 58.27"" N","117 deg 10' 36.27"" W",86.3 m Above Sea Level,2014:05:26 20:01:24Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AE937159CE764F92A927457E4F3C4450.jpg,AE937159CE764F92A927457E4F3C4450.jpg,"40 deg 14' 31.80"" N","111 deg 39' 1.80"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AF0E907B2CA54D0FB142E7E51039D1E4.jpg,AF0E907B2CA54D0FB142E7E51039D1E4.jpg,"32 deg 44' 58.68"" N","117 deg 10' 38.06"" W",84.7 m Above Sea Level,2014:05:26 19:49:08Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AF202AB8B1D24C7C919B8BC768C9EF3E.jpg,AF202AB8B1D24C7C919B8BC768C9EF3E.jpg,"32 deg 51' 7.42"" N","96 deg 45' 37.57"" W",180.4 m Above Sea Level,2014:03:22 00:45:32Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AF39C5F5E6DC4B92A1581135613D5A06.jpg,AF39C5F5E6DC4B92A1581135613D5A06.jpg,"32 deg 47' 19.61"" N","96 deg 48' 8.50"" W",133.3 m Above Sea Level,2014:02:22 22:17:49Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AF6F95940C5B4D56AE0C7D74B844CEA6.jpg,AF6F95940C5B4D56AE0C7D74B844CEA6.jpg,"32 deg 51' 10.35"" N","96 deg 45' 38.67"" W",181.7 m Above Sea Level,2014:07:25 01:42:15Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/AF81264C38BA422BA26411E9794CC6D9.jpg,AF81264C38BA422BA26411E9794CC6D9.jpg,"38 deg 47' 14.76"" N","77 deg 30' 49.44"" W",81 m Above Sea Level,2014:07:26 17:23:42Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B0B19518D4F04601823833EB040202A3.jpg,B0B19518D4F04601823833EB040202A3.jpg,"33 deg 13' 8.38"" N","96 deg 40' 13.83"" W",139.5 m Above Sea Level,2013:11:16 20:06:08Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B13E22445CE3425CBFEDA497DCE47154.jpg,B13E22445CE3425CBFEDA497DCE47154.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B14BAC26AA564C38882865B960501E87.jpg,B14BAC26AA564C38882865B960501E87.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B19372B5FDB6487DB2CED67D1D0DDB92.jpg,B19372B5FDB6487DB2CED67D1D0DDB92.jpg,"32 deg 44' 58.28"" N","117 deg 10' 36.36"" W",86.3 m Above Sea Level,2014:05:26 20:11:05Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B309FD5C4D8E49CCA8951D60A7BEDF08.jpg,B309FD5C4D8E49CCA8951D60A7BEDF08.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B35339EEC0AE469DAD6ABE8169D34F76.jpg,B35339EEC0AE469DAD6ABE8169D34F76.jpg,"32 deg 47' 58.98"" N","96 deg 49' 25.73"" W",122.6 m Above Sea Level,2014:03:27 00:26:09Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B44BED2842D24238986B7A03794A6779.jpg,B44BED2842D24238986B7A03794A6779.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B48849C1229C4C259C3ADEE38740C90A.jpg,B48849C1229C4C259C3ADEE38740C90A.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B4EAA819B1AA4E618485EF135B6A3C7C.jpg,B4EAA819B1AA4E618485EF135B6A3C7C.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B4F6B067BFCA423C879797ED8E5DCA05.jpg,B4F6B067BFCA423C879797ED8E5DCA05.jpg,"32 deg 45' 0.14"" N","117 deg 11' 1.43"" W",76.5 m Above Sea Level,2014:05:26 15:27:26Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B5387A6B4B5C4FB69B5F3B5FDDF7F56C.jpg,B5387A6B4B5C4FB69B5F3B5FDDF7F56C.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B6030D03CB5544B0BD7443835D90B2AD.jpg,B6030D03CB5544B0BD7443835D90B2AD.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B60B1873BE7B476C9079E6E9B3E35B47.jpg,B60B1873BE7B476C9079E6E9B3E35B47.jpg,"32 deg 47' 14.09"" N","96 deg 48' 22.89"" W",135.6 m Above Sea Level,2014:04:03 15:46:32Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B6F53BD646CC4A47ACAB739172D504E2.jpg,B6F53BD646CC4A47ACAB739172D504E2.jpg,"40 deg 28' 46.84"" N","111 deg 51' 14.80"" W",1851.8 m Above Sea Level,2014:02:27 02:37:11Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B7E0E9C8CE2640128C5A67D2E30AA090.jpg,B7E0E9C8CE2640128C5A67D2E30AA090.jpg,"34 deg 15' 35.93"" N","93 deg 11' 24.56"" W",136.2 m Above Sea Level,2014:08:31 19:33:56Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B7E373EDDD8446BEBE6027ACF2200B84.jpg,B7E373EDDD8446BEBE6027ACF2200B84.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/B9DCEE3948514036B633774520D915F7.jpg,B9DCEE3948514036B633774520D915F7.jpg,"40 deg 15' 13.80"" N","111 deg 38' 57.00"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BADB128488FF4754BF5DA285FD56699E.jpg,BADB128488FF4754BF5DA285FD56699E.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BB78917A5B2B4BE9BB5BCC35EB1F79B2.jpg,BB78917A5B2B4BE9BB5BCC35EB1F79B2.jpg,"32 deg 51' 7.38"" N","96 deg 45' 37.60"" W",183 m Above Sea Level,2014:05:11 22:05:10Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BB7D53FF513546EAA3BA4758AC76C673.jpg,BB7D53FF513546EAA3BA4758AC76C673.jpg,"32 deg 59' 57.83"" N","97 deg 5' 49.64"" W",170.4 m Above Sea Level,2014:05:02 01:04:26Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BC063DE312C148C0B11E929B233C2539.jpg,BC063DE312C148C0B11E929B233C2539.jpg,"32 deg 45' 48.22"" N","96 deg 45' 26.20"" W",130.8 m Above Sea Level,2013:10:26 15:25:45Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BC7DC0E166DD4A5F80E2D2DE92D6533A.jpg,BC7DC0E166DD4A5F80E2D2DE92D6533A.jpg,"40 deg 14' 22.20"" N","111 deg 42' 22.20"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BD8861CEC47548DAB481FD142025805D.jpg,BD8861CEC47548DAB481FD142025805D.jpg,"30 deg 16' 27.05"" N","97 deg 44' 24.73"" W",166.5 m Above Sea Level,2014:01:25 20:31:45Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BE1AE3BE09844BE3B67D1799BBF5C31D.jpg,BE1AE3BE09844BE3B67D1799BBF5C31D.jpg,"32 deg 59' 56.06"" N","96 deg 57' 50.25"" W",136.1 m Above Sea Level,2013:08:08 00:56:17Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BEC8D3DEF6C749CC84FE8CD3405E87E6.jpg,BEC8D3DEF6C749CC84FE8CD3405E87E6.jpg,"33 deg 8' 38.58"" N","96 deg 50' 8.85"" W",189 m Above Sea Level,2013:08:10 17:41:05Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BEEAD2740BBB4F2B8371789EFA145CD7.jpg,BEEAD2740BBB4F2B8371789EFA145CD7.jpg,"40 deg 16' 23.35"" N","111 deg 42' 36.57"" W",1405 m Above Sea Level,2014:02:28 21:21:14Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BF0EBB570F4942699C8B778A09D660D5.jpg,BF0EBB570F4942699C8B778A09D660D5.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/BFBAB43FA77B4999A09273789C3C470C.jpg,BFBAB43FA77B4999A09273789C3C470C.jpg,"40 deg 14' 31.80"" N","111 deg 39' 1.80"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C092C71478CC48E9A2484D48CE97407D.jpg,C092C71478CC48E9A2484D48CE97407D.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C0FBBE2754FF4C8882535BC2D4AFA66B.jpg,C0FBBE2754FF4C8882535BC2D4AFA66B.jpg,"32 deg 51' 7.70"" N","96 deg 45' 37.44"" W",180.2 m Above Sea Level,2014:06:09 00:46:45Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C17848F41ADD4559A4F2FE25328750FF.jpg,C17848F41ADD4559A4F2FE25328750FF.jpg,"32 deg 51' 7.34"" N","96 deg 45' 37.66"" W",183.9 m Above Sea Level,2014:05:11 22:07:06Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C1B9B041A0A74B31BC8CDE5D6870DE82.jpg,C1B9B041A0A74B31BC8CDE5D6870DE82.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C217E09855A2478E988870EADEC6F3E3.jpg,C217E09855A2478E988870EADEC6F3E3.jpg,"33 deg 1' 11.23"" N","97 deg 3' 17.62"" W",184.7 m Above Sea Level,2014:06:10 00:50:37Z
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C33A2C3A12014BAA998F88C0BA7FC45D.jpg,C33A2C3A12014BAA998F88C0BA7FC45D.jpg,"38 deg 37' 39.60"" N","109 deg 36' 1.20"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C3511EF2343C473EBC2F988B7CCCE927.jpg,C3511EF2343C473EBC2F988B7CCCE927.jpg,"37 deg 22' 58.20"" N","5 deg 59' 15.00"" W",,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C37973F13AE34050BDBD2C73EA75BA94.jpg,C37973F13AE34050BDBD2C73EA75BA94.jpg,,,,
/Users/Taylor/Dropbox/Apps/Day One/Journal.dayone/photos/C3B23E0BB44D463AB92F34CCF21707E0.jpg,C3B23E0BB44D463AB92F34CCF21707E0.jpg,"32 deg 45' 0.33"" N","117 deg 11' 1.38"" W",67.7 m Above Sea Level,2014:05:23 00:59:06Z
